사번,년월,초과근무시간
E0147,2025-11,39.0
E0147,2025-12,33.4
E0147,2026-01,15.6
E0147,2026-02,15.8
E0147,2026-03,16.5
E0148,2025-01,18.6
E0148,2025-02,22.8
E0148,2025-03,23.5
E0148,2025-04,25.1
E0148,2025-05,15.3
E0148,2025-06,16.6
E0148,2025-07,18.4
E0148,2025-08,13.9
E0148,2025-09,22.7
E0148,2025-10,20.3
E0148,2025-11,18.6
E0148,2025-12,23.3
E0148,2026-01,9.9
E0148,2026-02,14.4
E0148,2026-03,17.5
E0149,2025-01,3.2
E0149,2025-02,10.7
E0149,2025-03,13.2
E0149,2025-04,7.4
E0149,2025-05,6.2
E0149,2025-06,6.9
E0149,2025-07,0.6
E0149,2025-08,5.4
E0149,2025-09,14.4
E0149,2025-10,14.7
E0149,2025-11,6.6
E0149,2025-12,4.0
E0149,2026-01,15.4
E0149,2026-02,11.9
E0149,2026-03,22.4
E0150,2025-01,13.9
E0150,2025-02,9.7
E0150,2025-03,13.6
E0150,2025-04,6.8
E0150,2025-05,11.0
E0150,2025-06,8.4
E0150,2025-07,9.8
E0150,2025-08,7.5
E0150,2025-09,9.2
E0150,2025-10,11.0
E0150,2025-11,12.6
E0150,2025-12,9.2
E0150,2026-01,14.3
E0150,2026-02,15.2
E0150,2026-03,13.1
E0151,2025-01,34.7
E0151,2025-02,23.8
E0151,2025-03,22.9
E0151,2025-04,26.5
E0151,2025-05,29.0
E0151,2025-06,35.4
E0151,2025-07,28.2
E0151,2025-08,25.1
E0151,2025-09,26.3
E0151,2025-10,29.2
E0151,2025-11,24.6
E0151,2025-12,36.6
E0151,2026-01,17.0
E0151,2026-02,17.1
E0151,2026-03,13.2
E0152,2025-01,3.1
E0152,2025-02,9.5
E0152,2025-03,10.3
E0152,2025-04,8.6
E0152,2025-05,15.2
E0152,2025-06,9.9
E0152,2025-07,15.0
E0152,2025-08,18.8
E0152,2025-09,17.5
E0152,2025-10,13.1
E0152,2025-11,12.5
E0152,2025-12,16.0
E0152,2026-01,13.1
E0152,2026-02,11.5
E0152,2026-03,11.7
E0153,2025-01,22.0
E0153,2025-02,21.2
E0153,2025-03,19.2
E0153,2025-04,24.4
E0153,2025-05,19.0
E0153,2025-06,20.3
E0153,2025-07,31.6
E0153,2025-08,25.9
E0153,2025-09,24.8
E0153,2025-10,20.3
E0153,2025-11,26.3
E0153,2025-12,19.1
E0153,2026-01,14.9
E0153,2026-02,19.2
E0153,2026-03,19.3
E0154,2025-01,0.0
E0154,2025-02,1.1
E0154,2025-03,0.0
E0154,2025-04,5.2
E0154,2025-05,4.8
E0154,2025-06,4.2
E0154,2025-07,5.7
E0154,2025-08,5.5
E0154,2025-09,0.6
E0154,2025-10,5.2
E0154,2025-11,4.6
E0154,2025-12,0.9
E0154,2026-01,15.1
E0154,2026-02,17.6
E0154,2026-03,15.4
E0155,2025-01,8.8
E0155,2025-02,13.6
E0155,2025-03,4.9
E0155,2025-04,11.5
E0155,2025-05,9.8
E0155,2025-06,10.1
E0155,2025-07,9.1
E0155,2025-08,11.9
E0155,2025-09,3.9
E0155,2025-10,11.2
E0155,2025-11,6.0
E0155,2025-12,14.3
E0155,2026-01,14.7
E0155,2026-02,13.0
E0155,2026-03,11.3
E0156,2025-01,15.1
E0156,2025-02,10.7
E0156,2025-03,13.5
E0156,2025-04,20.0
E0156,2025-05,14.0
E0156,2025-06,15.0
E0156,2025-07,17.5
E0156,2025-08,22.4
E0156,2025-09,17.2
E0156,2025-10,19.4
E0156,2025-11,19.3
E0156,2025-12,14.5
E0156,2026-01,13.5
E0156,2026-02,15.2
E0156,2026-03,10.4
E0157,2025-01,9.3
E0157,2025-02,16.6
E0157,2025-03,0.7
E0157,2025-04,4.1
E0157,2025-05,2.5
E0157,2025-06,6.8
E0157,2025-07,1.8
E0157,2025-08,12.7
E0157,2025-09,13.3
E0157,2025-10,10.4
E0157,2025-11,11.4
E0157,2025-12,8.1
E0157,2026-01,14.2
E0157,2026-02,17.4
E0157,2026-03,20.4
E0158,2025-01,34.4
E0158,2025-02,28.9
E0158,2025-03,27.9
E0158,2025-04,32.7
E0158,2025-05,28.5
E0158,2025-06,38.6
E0158,2025-07,34.3
E0158,2025-08,27.8
E0158,2025-09,29.4
E0158,2025-10,29.5
E0158,2025-11,27.1
E0158,2025-12,33.6
E0158,2026-01,15.3
E0158,2026-02,19.0
E0158,2026-03,20.1
E0159,2025-01,10.3
E0159,2025-02,13.4
E0159,2025-03,10.7
E0159,2025-04,11.6
E0159,2025-05,16.8
E0159,2025-06,16.5
E0159,2025-07,12.4
E0159,2025-08,18.3
E0159,2025-09,16.1
E0159,2025-10,14.2
E0159,2025-11,17.4
E0159,2025-12,19.4
E0159,2026-01,15.2
E0159,2026-02,11.3
E0159,2026-03,13.5
E0160,2025-01,28.1
E0160,2025-02,27.4
E0160,2025-03,18.6
E0160,2025-04,27.4
E0160,2025-05,28.2
E0160,2025-06,27.6
E0160,2025-07,22.7
E0160,2025-08,23.6
E0160,2025-09,29.2
E0160,2025-10,24.8
E0160,2025-11,27.0
E0160,2025-12,17.9
E0161,2025-01,20.2
E0161,2025-02,23.4
E0161,2025-03,21.4
E0161,2025-04,19.7
E0161,2025-05,16.0
E0161,2025-06,13.0
E0161,2025-07,17.1
E0161,2025-08,24.4
E0161,2025-09,20.0
E0161,2025-10,23.0
E0161,2025-11,26.0
E0161,2025-12,20.7
E0161,2026-01,16.5
E0161,2026-02,11.5
E0161,2026-03,11.5
E0162,2025-01,11.4
E0162,2025-02,12.5
E0162,2025-03,2.4
E0162,2025-04,4.9
E0162,2025-05,1.3
E0162,2025-06,0.7
E0162,2025-07,6.0
E0162,2025-08,7.0
E0162,2025-09,0.5
E0162,2025-10,9.8
E0162,2025-11,6.0
E0162,2025-12,13.7
E0162,2026-01,15.7
E0162,2026-02,12.0
E0162,2026-03,14.4
E0163,2025-01,7.1
E0163,2025-02,7.1
E0163,2025-03,5.5
E0163,2025-04,5.9
E0163,2025-05,7.8
E0163,2025-06,10.0
E0163,2025-07,1.0
E0163,2025-08,3.0
E0163,2025-09,7.5
E0163,2025-10,6.2
E0163,2025-11,9.5
E0163,2025-12,3.7
E0163,2026-01,16.7
E0163,2026-02,17.5
E0163,2026-03,12.9
E0164,2025-01,12.2
E0164,2025-02,5.1
E0164,2025-03,5.9
E0164,2025-04,11.6
E0164,2025-05,9.5
E0164,2025-06,15.1
E0164,2025-07,11.0
E0164,2025-08,12.3
E0164,2025-09,6.0
E0164,2025-10,12.4
E0164,2025-11,7.5
E0164,2025-12,0.0
E0164,2026-01,18.4
E0164,2026-02,17.0
E0164,2026-03,12.8
E0165,2025-01,13.4
E0165,2025-02,13.7
E0165,2025-03,7.1
E0165,2025-04,12.9
E0165,2025-05,11.9
E0165,2025-06,16.3
E0165,2025-07,13.2
E0165,2025-08,11.5
E0165,2025-09,6.1
E0165,2025-10,3.6
E0165,2025-11,16.5
E0165,2025-12,13.0
E0165,2026-01,14.1
E0165,2026-02,12.4
E0165,2026-03,15.9
E0166,2025-01,6.1
E0166,2025-02,9.3
E0166,2025-03,6.1
E0166,2025-04,0.0
E0166,2025-05,11.1
E0166,2025-06,11.7
E0166,2025-07,5.8
E0166,2025-08,6.9
E0166,2025-09,4.6
E0166,2025-10,14.5
E0166,2025-11,11.9
E0166,2025-12,3.8
E0167,2025-01,60.8
E0167,2025-02,54.8
E0167,2025-03,55.1
E0167,2025-04,56.6
E0167,2025-05,55.9
E0167,2025-06,52.1
E0167,2025-07,63.7
E0167,2025-08,59.2
E0167,2025-09,64.6
E0167,2025-10,57.7
E0167,2025-11,52.5
E0167,2025-12,62.5
E0167,2026-01,15.4
E0167,2026-02,12.9
E0167,2026-03,15.5
E0168,2025-01,7.9
E0168,2025-02,5.8
E0168,2025-03,11.7
E0168,2025-04,1.5
E0168,2025-05,10.8
E0168,2025-06,9.8
E0168,2025-07,7.8
E0168,2025-08,1.0
E0168,2025-09,10.6
E0168,2025-10,9.9
E0168,2025-11,7.9
E0168,2025-12,6.7
E0168,2026-01,17.9
E0168,2026-02,21.6
E0168,2026-03,19.1
E0169,2025-01,0.0
E0169,2025-02,0.0
E0169,2025-03,0.0
E0169,2025-04,0.0
E0169,2025-05,0.0
E0169,2025-06,0.0
E0169,2025-07,0.0
E0169,2025-08,0.0
E0169,2025-09,0.9
E0169,2025-10,0.0
E0169,2025-11,4.0
E0169,2025-12,4.7
E0169,2026-01,16.2
E0169,2026-02,14.4
E0169,2026-03,16.9
E0170,2025-01,0.0
E0170,2025-02,8.6
E0170,2025-03,5.4
E0170,2025-04,3.6
E0170,2025-05,9.1
E0170,2025-06,3.6
E0170,2025-07,0.1
E0170,2025-08,0.0
E0170,2025-09,2.7
E0170,2025-10,2.7
E0170,2025-11,0.0
E0170,2025-12,1.8
E0170,2026-01,13.9
E0170,2026-02,15.6
E0170,2026-03,18.1
E0171,2025-01,8.6
E0171,2025-02,4.5
E0171,2025-03,0.0
E0171,2025-04,3.7
E0171,2025-05,5.3
E0171,2025-06,6.6
E0171,2025-07,4.8
E0171,2025-08,7.1
E0171,2025-09,5.5
E0171,2025-10,1.5
E0171,2025-11,3.8
E0171,2025-12,1.6
E0171,2026-01,13.6
E0171,2026-02,15.0
E0171,2026-03,17.9
E0172,2025-01,13.1
E0172,2025-02,14.4
E0172,2025-03,11.2
E0172,2025-04,12.7
E0172,2025-05,9.6
E0172,2025-06,10.3
E0172,2025-07,11.2
E0172,2025-08,9.2
E0172,2025-09,16.8
E0172,2025-10,13.9
E0172,2025-11,14.4
E0172,2025-12,13.7
E0172,2026-01,19.1
E0172,2026-02,17.8
E0172,2026-03,15.0
E0173,2025-01,6.8
E0173,2025-02,1.2
E0173,2025-03,10.6
E0173,2025-04,14.4
E0173,2025-05,8.7
E0173,2025-06,2.9
E0173,2025-07,8.5
E0173,2025-08,2.9
E0173,2025-09,4.2
E0173,2025-10,0.0
E0173,2025-11,11.6
E0173,2025-12,7.3
E0173,2026-01,15.5
E0173,2026-02,14.3
E0173,2026-03,13.5
E0174,2025-01,15.1
E0174,2025-02,16.0
E0174,2025-03,14.7
E0174,2025-04,16.7
E0174,2025-05,18.3
E0174,2025-06,12.7
E0174,2025-07,6.2
E0174,2025-08,9.4
E0174,2025-09,15.3
E0174,2025-10,8.7
E0174,2025-11,12.6
E0174,2025-12,22.8
E0174,2026-01,16.5
E0174,2026-02,16.9
E0174,2026-03,14.8
E0175,2025-01,7.5
E0175,2025-02,0.0
E0175,2025-03,12.7
E0175,2025-04,8.8
E0175,2025-05,6.0
E0175,2025-06,3.9
E0175,2025-07,0.0
E0175,2025-08,1.8
E0175,2025-09,0.0
E0175,2025-10,7.1
E0175,2025-11,4.1
E0175,2025-12,0.4
E0175,2026-01,16.9
E0175,2026-02,17.4
E0175,2026-03,16.6
E0176,2025-01,22.5
E0176,2025-02,19.8
E0176,2025-03,25.0
E0176,2025-04,16.7
E0176,2025-05,24.0
E0176,2025-06,19.4
E0176,2025-07,15.4
E0176,2025-08,20.8
E0176,2025-09,18.8
E0176,2025-10,20.3
E0176,2025-11,14.5
E0176,2025-12,9.2
E0176,2026-01,22.7
E0176,2026-02,13.5
E0176,2026-03,16.1
E0177,2025-01,20.9
E0177,2025-02,25.2
E0177,2025-03,25.1
E0177,2025-04,21.1
E0177,2025-05,23.8
E0177,2025-06,21.3
E0177,2025-07,22.3
E0177,2025-08,27.9
E0177,2025-09,17.5
E0177,2025-10,30.4
E0177,2025-11,23.6
E0177,2025-12,31.0
E0177,2026-01,15.8
E0177,2026-02,17.7
E0177,2026-03,17.9
E0178,2025-01,10.4
E0178,2025-02,0.0
E0178,2025-03,3.7
E0178,2025-04,0.0
E0178,2025-05,2.5
E0178,2025-06,4.8
E0178,2025-07,8.8
E0178,2025-08,0.0
E0178,2025-09,13.1
E0178,2025-10,0.7
E0178,2025-11,0.0
E0178,2025-12,7.4
E0178,2026-01,18.2
E0178,2026-02,19.1
E0178,2026-03,18.3
E0179,2025-01,14.3
E0179,2025-02,22.6
E0179,2025-03,9.8
E0179,2025-04,14.5
E0179,2025-05,18.8
E0179,2025-06,10.4
E0179,2025-07,18.9
E0179,2025-08,15.3
E0179,2025-09,9.7
E0179,2025-10,18.8
E0179,2025-11,13.0
E0179,2025-12,18.5
E0179,2026-01,16.5
E0179,2026-02,13.9
E0179,2026-03,12.8
E0180,2025-01,0.6
E0180,2025-02,0.0
E0180,2025-03,1.6
E0180,2025-04,2.9
E0180,2025-05,4.2
E0180,2025-06,5.5
E0180,2025-07,11.2
E0180,2025-08,3.0
E0180,2025-09,10.5
E0180,2025-10,7.5
E0180,2025-11,3.1
E0180,2025-12,4.6
E0180,2026-01,15.0
E0180,2026-02,12.1
E0180,2026-03,16.7
E0181,2025-01,60.4
E0181,2025-02,62.9
E0181,2025-03,63.5
E0181,2025-04,53.2
E0181,2025-05,62.7
E0181,2025-06,60.4
E0181,2025-07,60.4
E0181,2025-08,58.3
E0181,2025-09,61.6
E0181,2025-10,62.4
E0181,2025-11,59.3
E0181,2025-12,62.9
E0181,2026-01,13.9
E0181,2026-02,16.8
E0181,2026-03,20.5
E0182,2025-01,14.8
E0182,2025-02,17.4
E0182,2025-03,18.8
E0182,2025-04,16.1
E0182,2025-05,16.0
E0182,2025-06,13.6
E0182,2025-07,19.0
E0182,2025-08,25.1
E0182,2025-09,19.7
E0182,2025-10,16.6
E0182,2025-11,22.6
E0182,2025-12,17.2
E0183,2025-01,9.5
E0183,2025-02,8.7
E0183,2025-03,0.5
E0183,2025-04,6.9
E0183,2025-05,15.1
E0183,2025-06,4.3
E0183,2025-07,12.9
E0183,2025-08,10.5
E0183,2025-09,4.7
E0183,2025-10,6.9
E0183,2025-11,2.6
E0183,2025-12,10.3
E0183,2026-01,14.9
E0183,2026-02,13.8
E0183,2026-03,14.2
E0184,2025-01,15.7
E0184,2025-02,21.5
E0184,2025-03,27.2
E0184,2025-04,17.3
E0184,2025-05,21.3
E0184,2025-06,13.9
E0184,2025-07,20.1
E0184,2025-08,15.9
E0184,2025-09,20.9
E0184,2025-10,17.8
E0184,2025-11,16.0
E0184,2025-12,19.4
E0184,2026-01,13.3
E0184,2026-02,19.3
E0184,2026-03,20.3
E0185,2025-01,2.0
E0185,2025-02,8.4
E0185,2025-03,22.1
E0185,2025-04,11.7
E0185,2025-05,10.7
E0185,2025-06,14.1
E0185,2025-07,16.8
E0185,2025-08,19.2
E0185,2025-09,12.4
E0185,2025-10,11.8
E0185,2025-11,14.2
E0185,2025-12,12.9
E0185,2026-01,16.4
E0185,2026-02,17.7
E0185,2026-03,17.5
E0186,2025-01,13.0
E0186,2025-02,16.0
E0186,2025-03,16.0
E0186,2025-04,13.9
E0186,2025-05,23.3
E0186,2025-06,21.3
E0186,2025-07,15.9
E0186,2025-08,18.3
E0186,2025-09,10.9
E0186,2025-10,13.8
E0186,2025-11,16.6
E0186,2025-12,19.2
E0186,2026-01,10.8
E0186,2026-02,14.0
E0186,2026-03,11.9
E0187,2025-01,8.5
E0187,2025-02,10.0
E0187,2025-03,13.0
E0187,2025-04,18.7
E0187,2025-05,12.9
E0187,2025-06,17.2
E0187,2025-07,12.0
E0187,2025-08,15.6
E0187,2025-09,8.3
E0187,2025-10,9.6
E0187,2025-11,11.6
E0187,2025-12,7.8
E0188,2025-01,0.0
E0188,2025-02,2.7
E0188,2025-03,0.0
E0188,2025-04,3.8
E0188,2025-05,5.4
E0188,2025-06,0.9
E0188,2025-07,2.8
E0188,2025-08,2.7
E0188,2025-09,10.4
E0188,2025-10,4.7
E0188,2025-11,13.1
E0188,2025-12,2.4
E0188,2026-01,12.9
E0188,2026-02,14.7
E0188,2026-03,12.5
E0189,2025-01,8.1
E0189,2025-02,14.3
E0189,2025-03,0.0
E0189,2025-04,12.9
E0189,2025-05,9.4
E0189,2025-06,10.2
E0189,2025-07,8.4
E0189,2025-08,12.1
E0189,2025-09,2.4
E0189,2025-10,6.8
E0189,2025-11,17.6
E0189,2025-12,10.0
E0189,2026-01,12.8
E0189,2026-02,14.2
E0189,2026-03,17.8
E0190,2025-01,7.3
E0190,2025-02,12.3
E0190,2025-03,15.0
E0190,2025-04,12.4
E0190,2025-05,11.6
E0190,2025-06,9.7
E0190,2025-07,7.0
E0190,2025-08,4.6
E0190,2025-09,8.7
E0190,2025-10,17.3
E0190,2025-11,10.4
E0190,2025-12,11.4
E0191,2025-01,0.0
E0191,2025-02,5.1
E0191,2025-03,3.5
E0191,2025-04,3.8
E0191,2025-05,2.7
E0191,2025-06,2.8
E0191,2025-07,4.1
E0191,2025-08,5.0
E0191,2025-09,0.0
E0191,2025-10,0.0
E0191,2025-11,3.0
E0191,2025-12,8.8
E0191,2026-01,19.2
E0191,2026-02,17.9
E0191,2026-03,10.8
E0192,2025-01,29.0
E0192,2025-02,36.9
E0192,2025-03,41.3
E0192,2025-04,33.6
E0192,2025-05,32.8
E0192,2025-06,36.8
E0192,2025-07,35.1
E0192,2025-08,32.1
E0192,2025-09,35.7
E0192,2025-10,31.9
E0192,2025-11,40.1
E0192,2025-12,33.8
E0192,2026-01,15.1
E0192,2026-02,15.2
E0192,2026-03,15.2
E0193,2025-01,12.7
E0193,2025-02,17.7
E0193,2025-03,10.3
E0193,2025-04,8.0
E0193,2025-05,8.7
E0193,2025-06,11.0
E0193,2025-07,10.5
E0193,2025-08,10.3
E0193,2025-09,12.4
E0193,2025-10,11.5
E0193,2025-11,9.2
E0193,2025-12,11.1
E0193,2026-01,13.1
E0193,2026-02,14.2
E0193,2026-03,12.0
E0194,2025-01,18.1
E0194,2025-02,19.0
E0194,2025-03,11.6
E0194,2025-04,17.6
E0194,2025-05,24.2
E0194,2025-06,23.4
E0194,2025-07,23.8
E0194,2025-08,22.6
E0194,2025-09,19.0
E0194,2025-10,15.8
E0194,2025-11,19.6
E0194,2025-12,8.5
E0194,2026-01,16.2
E0194,2026-02,20.0
E0194,2026-03,17.0
E0195,2025-01,12.4
E0195,2025-02,8.7
E0195,2025-03,11.3
E0195,2025-04,5.8
E0195,2025-05,1.4
E0195,2025-06,8.6
E0195,2025-07,8.6
E0195,2025-08,7.3
E0195,2025-09,9.0
E0195,2025-10,6.0
E0195,2025-11,8.7
E0195,2025-12,9.7
E0195,2026-01,18.1
E0195,2026-02,12.4
E0195,2026-03,15.6
E0196,2025-01,26.1
E0196,2025-02,22.5
E0196,2025-03,14.5
E0196,2025-04,17.9
E0196,2025-05,16.0
E0196,2025-06,24.9
E0196,2025-07,17.5
E0196,2025-08,18.4
E0196,2025-09,19.0
E0196,2025-10,21.1
E0196,2025-11,14.7
E0196,2025-12,19.4
E0196,2026-01,19.6
E0196,2026-02,18.2
E0196,2026-03,16.2
E0197,2025-01,19.3
E0197,2025-02,14.2
E0197,2025-03,22.8
E0197,2025-04,12.0
E0197,2025-05,13.5
E0197,2025-06,18.6
E0197,2025-07,15.6
E0197,2025-08,14.6
E0197,2025-09,11.0
E0197,2025-10,13.2
E0197,2025-11,22.8
E0197,2025-12,16.8
E0197,2026-01,19.0
E0197,2026-02,17.2
E0197,2026-03,20.1
E0198,2025-01,15.9
E0198,2025-02,11.1
E0198,2025-03,14.3
E0198,2025-04,12.4
E0198,2025-05,8.6
E0198,2025-06,10.6
E0198,2025-07,11.5
E0198,2025-08,21.9
E0198,2025-09,21.0
E0198,2025-10,6.8
E0198,2025-11,10.2
E0198,2025-12,12.8
E0198,2026-01,13.9
E0198,2026-02,14.8
E0198,2026-03,15.7
E0199,2025-01,49.1
E0199,2025-02,48.5
E0199,2025-03,56.4
E0199,2025-04,47.1
E0199,2025-05,56.3
E0199,2025-06,52.9
E0199,2025-07,48.8
E0199,2025-08,46.4
E0199,2025-09,46.4
E0199,2025-10,56.8
E0199,2025-11,51.9
E0199,2025-12,50.2
E0199,2026-01,21.2
E0199,2026-02,19.8
E0199,2026-03,17.9
E0200,2025-01,22.8
E0200,2025-02,29.6
E0200,2025-03,30.1
E0200,2025-04,32.4
E0200,2025-05,31.0
E0200,2025-06,30.0
E0200,2025-07,32.8
E0200,2025-08,35.2
E0200,2025-09,29.2
E0200,2025-10,27.6
E0200,2025-11,29.3
E0200,2025-12,27.7
E0201,2025-01,3.8
E0201,2025-02,12.9
E0201,2025-03,3.5
E0201,2025-04,0.5
E0201,2025-05,3.1
E0201,2025-06,11.1
E0201,2025-07,3.8
E0201,2025-08,1.6
E0201,2025-09,0.0
E0201,2025-10,3.5
E0201,2025-11,0.0
E0201,2025-12,5.7
E0201,2026-01,14.8
E0201,2026-02,10.9
E0201,2026-03,14.6
E0202,2025-01,5.9
E0202,2025-02,0.0
E0202,2025-03,14.2
E0202,2025-04,16.1
E0202,2025-05,8.6
E0202,2025-06,13.7
E0202,2025-07,8.5
E0202,2025-08,0.0
E0202,2025-09,6.5
E0202,2025-10,5.0
E0202,2025-11,1.6
E0202,2025-12,7.6
E0202,2026-01,17.3
E0202,2026-02,18.6
E0202,2026-03,21.5
E0203,2025-01,2.3
E0203,2025-02,6.0
E0203,2025-03,8.2
E0203,2025-04,12.0
E0203,2025-05,5.1
E0203,2025-06,0.8
E0203,2025-07,3.1
E0203,2025-08,3.6
E0203,2025-09,14.4
E0203,2025-10,4.8
E0203,2025-11,7.3
E0203,2025-12,9.6
E0203,2026-01,13.0
E0203,2026-02,14.9
E0203,2026-03,12.1
E0204,2025-01,30.2
E0204,2025-02,25.5
E0204,2025-03,23.3
E0204,2025-04,22.7
E0204,2025-05,19.5
E0204,2025-06,28.2
E0204,2025-07,35.6
E0204,2025-08,30.1
E0204,2025-09,24.8
E0204,2025-10,19.5
E0204,2025-11,22.4
E0204,2025-12,26.3
E0204,2026-01,14.3
E0204,2026-02,13.9
E0204,2026-03,11.3
E0205,2025-01,8.9
E0205,2025-02,9.8
E0205,2025-03,11.8
E0205,2025-04,11.1
E0205,2025-05,19.6
E0205,2025-06,19.4
E0205,2025-07,9.0
E0205,2025-08,14.4
E0205,2025-09,4.7
E0205,2025-10,14.0
E0205,2025-11,12.2
E0205,2025-12,6.7
E0205,2026-01,14.5
E0205,2026-02,16.2
E0205,2026-03,16.6
E0206,2025-01,37.3
E0206,2025-02,28.5
E0206,2025-03,32.1
E0206,2025-04,33.2
E0206,2025-05,25.9
E0206,2025-06,33.3
E0206,2025-07,29.0
E0206,2025-08,31.0
E0206,2025-09,32.3
E0206,2025-10,25.9
E0206,2025-11,30.6
E0206,2025-12,31.9
E0206,2026-01,15.6
E0206,2026-02,13.5
E0206,2026-03,11.9
E0207,2025-01,4.2
E0207,2025-02,1.8
E0207,2025-03,0.2
E0207,2025-04,1.6
E0207,2025-05,0.0
E0207,2025-06,2.3
E0207,2025-07,10.6
E0207,2025-08,0.0
E0207,2025-09,9.3
E0207,2025-10,0.3
E0207,2025-11,7.7
E0207,2025-12,16.2
E0207,2026-01,18.6
E0207,2026-02,16.2
E0207,2026-03,14.7
E0208,2025-01,25.5
E0208,2025-02,22.3
E0208,2025-03,22.4
E0208,2025-04,26.6
E0208,2025-05,24.7
E0208,2025-06,24.2
E0208,2025-07,21.2
E0208,2025-08,24.4
E0208,2025-09,15.9
E0208,2025-10,20.7
E0208,2025-11,30.2
E0208,2025-12,26.6
E0208,2026-01,13.3
E0208,2026-02,17.2
E0208,2026-03,13.7
E0209,2025-01,27.6
E0209,2025-02,23.8
E0209,2025-03,36.2
E0209,2025-04,25.6
E0209,2025-05,24.3
E0209,2025-06,28.8
E0209,2025-07,26.0
E0209,2025-08,20.1
E0209,2025-09,22.4
E0209,2025-10,27.3
E0209,2025-11,23.6
E0209,2025-12,21.9
E0209,2026-01,19.2
E0209,2026-02,16.0
E0209,2026-03,14.9
E0210,2025-01,6.3
E0210,2025-02,11.4
E0210,2025-03,11.6
E0210,2025-04,15.5
E0210,2025-05,7.3
E0210,2025-06,11.4
E0210,2025-07,9.4
E0210,2025-08,14.3
E0210,2025-09,12.2
E0210,2025-10,13.5
E0210,2025-11,17.0
E0210,2025-12,12.9
E0211,2025-01,10.6
E0211,2025-02,1.0
E0211,2025-03,0.4
E0211,2025-04,11.5
E0211,2025-05,7.3
E0211,2025-06,8.6
E0211,2025-07,10.9
E0211,2025-08,3.2
E0211,2025-09,3.7
E0211,2025-10,9.5
E0211,2025-11,4.8
E0211,2025-12,4.0
E0212,2025-01,0.0
E0212,2025-02,6.3
E0212,2025-03,0.5
E0212,2025-04,6.2
E0212,2025-05,4.7
E0212,2025-06,8.3
E0212,2025-07,0.0
E0212,2025-08,0.0
E0212,2025-09,9.7
E0212,2025-10,6.8
E0212,2025-11,0.0
E0212,2025-12,0.0
E0212,2026-01,15.4
E0212,2026-02,17.3
E0212,2026-03,16.1
E0213,2025-01,14.4
E0213,2025-02,13.4
E0213,2025-03,11.5
E0213,2025-04,10.8
E0213,2025-05,12.3
E0213,2025-06,16.1
E0213,2025-07,14.2
E0213,2025-08,12.2
E0213,2025-09,11.5
E0213,2025-10,22.7
E0213,2025-11,11.9
E0213,2025-12,16.3
E0213,2026-01,14.6
E0213,2026-02,11.7
E0213,2026-03,16.0
E0214,2025-01,24.1
E0214,2025-02,17.0
E0214,2025-03,16.2
E0214,2025-04,19.2
E0214,2025-05,19.8
E0214,2025-06,14.2
E0214,2025-07,9.0
E0214,2025-08,13.7
E0214,2025-09,16.6
E0214,2025-10,12.9
E0214,2025-11,13.4
E0214,2025-12,20.8
E0214,2026-01,14.3
E0214,2026-02,13.1
E0214,2026-03,10.7
E0215,2025-01,4.5
E0215,2025-02,3.7
E0215,2025-03,0.0
E0215,2025-04,0.4
E0215,2025-05,2.9
E0215,2025-06,4.0
E0215,2025-07,7.7
E0215,2025-08,4.1
E0215,2025-09,0.0
E0215,2025-10,8.9
E0215,2025-11,0.3
E0215,2025-12,5.0
E0215,2026-01,12.4
E0215,2026-02,16.0
E0215,2026-03,13.0
E0216,2025-01,13.2
E0216,2025-02,12.4
E0216,2025-03,10.1
E0216,2025-04,10.3
E0216,2025-05,13.6
E0216,2025-06,20.7
E0216,2025-07,16.5
E0216,2025-08,8.4
E0216,2025-09,18.8
E0216,2025-10,15.5
E0216,2025-11,21.5
E0216,2025-12,13.5
E0216,2026-01,16.9
E0216,2026-02,19.2
E0216,2026-03,12.6
E0217,2025-01,0.6
E0217,2025-02,11.1
E0217,2025-03,8.2
E0217,2025-04,0.0
E0217,2025-05,5.7
E0217,2025-06,0.0
E0217,2025-07,8.0
E0217,2025-08,0.0
E0217,2025-09,0.0
E0217,2025-10,9.8
E0217,2025-11,5.9
E0217,2025-12,7.2
E0217,2026-01,15.9
E0217,2026-02,16.9
E0217,2026-03,20.7
E0218,2025-01,19.5
E0218,2025-02,21.1
E0218,2025-03,27.7
E0218,2025-04,22.7
E0218,2025-05,30.8
E0218,2025-06,20.7
E0218,2025-07,25.3
E0218,2025-08,25.9
E0218,2025-09,22.2
E0218,2025-10,26.9
E0218,2025-11,19.3
E0218,2025-12,24.9
E0218,2026-01,8.1
E0218,2026-02,14.3
E0218,2026-03,11.7
E0219,2025-01,10.8
E0219,2025-02,9.9
E0219,2025-03,15.1
E0219,2025-04,14.4
E0219,2025-05,10.5
E0219,2025-06,18.0
E0219,2025-07,21.2
E0219,2025-08,13.6
E0219,2025-09,19.1
E0219,2025-10,12.4
E0219,2025-11,14.1
E0219,2025-12,14.7
E0219,2026-01,15.4
E0219,2026-02,14.6
E0219,2026-03,17.9
E0220,2025-01,12.0
E0220,2025-02,8.4
E0220,2025-03,0.7
E0220,2025-04,13.5
E0220,2025-05,9.2
E0220,2025-06,0.0
E0220,2025-07,14.4
E0220,2025-08,14.6
E0220,2025-09,4.4
E0220,2025-10,3.0
E0220,2025-11,13.3
E0220,2025-12,13.3
E0220,2026-01,10.3
E0220,2026-02,13.2
